id	tweet	class
	Bout to unfollow all the bitches I follow currently and follow all new bitches I need change in my life and I feel like that's a good start	OFF
	Bouta Rasengan all these stupid bitches	OFF
	Bow down bitches  bow down bitchess	OFF
	Bowling Green's campus looks old as fuck Like state penitentiary old But they do have a lot of bitches so I guess that counts for a lot	OFF
	Boy Yo bitch a lame   Dont Nobody Know Her but you	OFF
	Boy Yung thug is a fag	OFF
	Boy a bitch STILL ain't got the proper amount of sleep  #128514  #128557  #9995  #128553 	OFF
	Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period  #128514  #128514  #128514  i was yelln n shit	OFF
	Boy these downlow niccas should be ashamed	OFF
	Boy you gotta turn that Nikki song all the way down on the volume kuz it's trash  But that the ass fat lawd #128525  #128525  #128525  #128588  #128588  #128588 	OFF
	Boy  #128514  #128514  #128514  RT @jwill252  Some hoes be setting themselves up for failure shit be so funny I'm sleep tho  #128526  #128526  #128514  #128514  http //tco/aixoa7M7bT	OFF
	Boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal	OFF
	Boys dont wanna seem like bitch thats why they dont express feelings like us females do	OFF
	Boys want bad bitches   and dummies Men want strong women who respect themselves and support his grind while handling hers	OFF
	Boyyyyy if I had a bitch who pussy taste lil mama's spaghetti THAT WOULD B 1 HAPPY BITCH #8230  http //tco/2Qy0dQokmg	OFF
	Brackin in da bity boolin wit sum bitches straight bleedin	OFF
	Brad Pitt is older than Charlie Sheen What the fuckkkkkkkkkkkkk	OFF
	Brady heard yall say he was washed  now he washing the league on you hoe ass niggas	OFF
	Brag bout your hoes  you prolly get 0 to no pussy	OFF
	Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female Then all you can do is laugh	OFF
	Brandon Jennings trash	NOT
	Break shit fuck the lawgrrrrfuck that shitpunch that bitch	OFF
	Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http //tco/Usz8gJnZl0	NOT
	Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for #8230  http //tco/UajUkcoAfV	NOT
	Breaking News  ur a little bitch	OFF
	Breaking yo bitch like a KitKat nigga	OFF
	Breakup Anthem  #128680  #128680  #128680 We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact #128526  https //tco/bnqd4FifRq	OFF
	Breezy gotta sleep this hoe	OFF
	Briahna told me the best advice I ever gave her was that itaint nothing to cut dat bitch offlmao	OFF
	Brie saidWe were together since before we were bornYou guys are twins duh bitch Omg who wrote the script #BellaTwins	OFF
	Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow Wish he didn't need to though #PLM	NOT
	Bring a niggah some icecream	OFF
	Bring another bitch for a real nigga	OFF
	Britt attitude be for no reason   bitch mad at breakfast  #128514  #128514 	OFF
	Bro I'm bored then a hoe rt	OFF
	Bro everybody is a ho then  fuck it  your favorite Color is mango red you are a ho  you charge your phone all the way to 100% = Ho  smh	OFF
	Bro what in the fuck y'all bitches thinking  That is not ok	OFF
	Bro's before hoes  not bro's over your girlfriend	OFF
	Bro's before hoes  not bro's over your girlfriend	OFF
	Broke bitches be like oh he Got MONN-NEYYY	OFF
	Broke bitches make me sick	OFF
	Broke bitches on my tl	OFF
	Broke bitches that talk shit those the ones that I stunt for  #128526 	OFF
	Broke bitches that talk shit  now them the bitches I stunt for  #9994 	OFF
	Broke hoes always wanna argue u ain't ate all day were u get that energy from  #128514  #128514 	OFF
	Broke pussy boy Deion's record	OFF
	Broner would still knock half u niccas out	OFF
	Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess I'm gucci with that  #128527  #128076 	OFF
	Brooooooo that wingstop went sooooo clutch  I straight ran through that hoe	OFF
	Brown is a color so my eyes are colored	NOT
	Brownies brownies brownies	NOT
	Browns and redskins shouldn't be considered nfl teams	NOT
	Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek Engvolk	OFF
	Bruh I'm ready to get this four wheeler that bitch is fast asf	OFF
	Bruh RT @share_ps4  He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO	OFF
	Bruh bitches be wearing heels and club outfits to school and shit  #128553  #128514  #128128 	OFF
	Bruh leave it to the coins coons	OFF
	Bruh this niggah always falls asleep   #128530  #128529 	OFF
	Bruh went so hard on that bitch he deserves pimp of the year	OFF
	Bruh Sasuke and Sakuras daughter gonna be a bad Uchiha bitch	OFF
	Bruh pt 2 jaxon1114 killed this hoe too last night while we was sleep http //tco/F1Choia21G	OFF
	Bruh @theofficialeg10 soo trash	NOT
	Bruhhhh hoes ass laws had to fuck up the fun  #128532  #128532 	OFF
	Bruised ankle is a bitch	OFF
	Brutus looking girl getting off the elevator as I'm walking into a different one No bitch u can't come in  u can't u can't come in	OFF
	Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back  #128074  #128165  #128074  #128162  #128074  #10024  lil bitch	OFF
	Bsd bitch make it clap	OFF
	Bt bitches      niggahs always had there hand out	OFF
	Bt dubz  ur best pals bitch about u to me quite often #stoplivingafuckinglie #hatredisincreasing	OFF
	Buddy a fruit  #8220 @Deion_MVO  @Vonteeeeee Brandon said you a dirty ass coon #8221 	OFF
	Buddy drug the whole train lmao good  extra ass hoes	OFF
	Buddy slapped his rent stress out on that messy bitch What I done told u hoes bout New York niggas    they temper #TrainVideo	OFF
	Build a bear      build a bitch	OFF
	Bull color schemes  DULL  you stupid bitch DUKE WEARS BOLD PASTEL COLORS  Bull makes no sense	OFF
	Bullets stick to a nigguh damn liver	OFF
	Bullets through a nigguh tru jeans	OFF
	Bullying laws are for pussies	OFF
	Bum ass hoe	OFF
	Bum bitch won't even my type	OFF
	Bumoose ducking those insults like a scared white pussy	OFF
	Bumped into a bitch that filed for sexual harassment at work against a co-workerI aint been so shook in my life	OFF
	Bumpin that nigga nigga Rick Ross BMF this hoe going harrrrd highh outside enjoying this weather	OFF
	Bunch of hurt niggas    bitches on my IG timeline tonight Muhfuckas lame as hell b	OFF
	Burn bitch http //tco/63FmrF0g5j	OFF
	Burnating all Yankees and their thatch roof cottages #Astros http //tco/j3dZiwBDt0	NOT
	Burritos are trash	NOT
	Bussin bitches with my Gwale' Gwalas	OFF
	Bussy RT @MrTriskaideka  Is that avi pussy poppin on a handstand	OFF
	Bust a nicca head smack a ho shoot the club up  #128514   #128266  #128266  #128131  #128131  #128131 	OFF
	Bust a nicca head smack a hoe and shoot the club up  #128514 RT @Yes_Yes117  @DaRealQuitaM @VonshayeB So what we doing	OFF
	Bust in dat bitch face I don't want sons -- @Icewear_Vezzo	OFF
	Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO	OFF
	But Carl is a bitch  #128526 	OFF
	But I callin out da race card Ain't no colored podcasts out dare	NOT
	But I can't buy tomorrow That's why I go hard hoe	OFF
	But I can't get her to smoke unless I bitch about it The struggles of having a girl who doesn't In actuality it's a great thing	OFF
	But I have the hoes  #128542  http //tco/XmFcV9rmV5	OFF
	But I'm calling this bitch yeah ok after you called me I return calls especially if it ain't my girl #8230  http //tco/6sSxOpuHge	OFF
	But atleast they let me knowur a faggot if u keep those type of twitter secrets	OFF
	But bitch you gon shave or wax that pussy before I bless it  Foh	OFF
	But bitches are crazy  I'd be in jail for sure	OFF
	But bitches be mad than a Mf when they don't know what I'm doing    how I getting it  #128175 	OFF
	But if you knew   bitch you'll do better  #128074 	OFF
	But no one calls him a pussy for his injuries	OFF
	But not prettier than Amber's RT @YumiYoko  Her pussy is pretty	OFF
	But rich is a light skin coon So it's expected	NOT
	But she a bad bad bitch make you late for it	OFF
	But she can shade the shit out a bitch RT @axolROSE  #YourWifeCantRead	OFF
	But she is a hoe  #8212  idk about that http //tco/eccFBqzlKZ	OFF
	But staying up gon be a bitch	OFF
	But they only talk on twitter bc pussies in real life	OFF
	But this emotional shit is absolutely for the birds	OFF
	But who is me  #128129 to TALK  #128266  about the next bitch flexing  #128170  when #9757  #65039  I done don it before  #128588  #128077  #128591 	OFF
	But why did this bitch just follow medon't even like u @_graceexo	OFF
	But why does my school always have prom on Friday the 13th like this isn't some Freddy Vs Jason shit Even tho some bitches gonna look it  #128554 	OFF
	But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her Fuck you lil niggas	OFF
	But you bird ass niggas out here getting your feathers ruffled just shook And ain't no such thing as a half way crook	OFF
	But you can't tell a broke bitch nothin  #128514  #128514  #128514   #128056  #9749  #65039 	OFF
	But you love me  you don't wanna be with nobody else  blah blah Bullshit fa the birds	OFF
	But you Nvm @BJayBlast  I don't see why men disrespect women by calling them offensive names likebitch hoe slut  orfemale Smh	OFF
	Butler Unchained Review http //tco/HXyYUjmOrm Short version  whitey sucks and a potentially positive film is simply anti-white agitprop	OFF
	Butters get all the hoes	OFF
	Bye bitch	OFF
	Bye  Bye Charlie Strong	NOT
	Bytch was an infant  #171 @Mr_JSmart24 How the hell this bitch 18 talking bout how much she remember bout Pac before he died #187 	OFF
	CAIR Publishes a Hit List for Jihadis http //tco/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list	NOT
	CEBROS and corporate hoes	OFF
	CLEARY diz princess iz a bad bitch http //tco/jV1SA1b2xw	OFF
	CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay	OFF
	COME TO TND Atrocities starts at 7  followed by Lost Cause  Auramea  Night Verses  and NORMA JEAN Let's fill this bitch	OFF
	Caleb needs to stop being a little bitch	OFF
	Caleb's a dick and Hanna's a bitch I hate them both now  #128554  #128545  #128545  #128545 	OFF
	California has gangs because California is trash	NOT
	California is home to skater trash	OFF
	Call a hoe a hoe  and a rat a rat	OFF
	Call a negro	OFF
	Call dat bitch http //tco/p50wtGrz8a	OFF
	Call me a dumb bitch but ion even know wtfEbolais  #9995  #128514 	OFF
	Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin Bitches love it	OFF
	Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair	OFF
	Call of duty out this bitch	OFF
	Call when you grow up If you live that long Sorry for parents with such poor skills they got you @Fuck_slums  @veritaz old bitch	OFF
	Called Eddie a hoe By mistake doe Lol	OFF
	Calling it am early night heartache is a bitch #broken	OFF
	Calling out teabaggers  conservatives on their BS  http //tco/l8Qx8RMjrG via @YouTube	NOT
	Calling these nasty hoes out  Mrs Wells is too real #128514  #128514  #128514  http //tco/D4EnQkDswR	OFF
	Cam Newton is Such a little girl like grow up and quit actin like a bitch	OFF
	Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more	OFF
	Came home and found my cat sleeping on my pillow  c I love that niggah	OFF
	Camo day Catch me at school huntin' for basic bitches http //tco/NPiq0jS5uz	OFF
	Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles #IT #StephenKing	OFF
	Can Charlie Crist pull one over on Rick Scott Well he did pull one over on #floridaprimary dems tonite #TPOT #Election2014	NOT
	Can Dick Sherman get caught doing blow of a tranny hooker some time soon please Preferably Pete Carroll	OFF
	Can I bring another bitch can we have a threesome or nahhh	OFF
	Can I bring another bitch or nah	OFF
	Can I bring another bitch or nah	OFF
	Can I double stuff your Oreo	NOT
	Can I get some good neck out dis hoe	OFF
	Can I have a bad bitch without no flaws Come to meet me without no drawers	OFF
	Can I have a bad bitch without no flawwssss	OFF
	Can I pay you to stop being a Lil bitch Gah damn shut the fuck up	OFF
	Can I sit on your face  #8212  Sit on a hot stove bitch http //tco/XPauwp43OA	OFF
	Can i bring another bitch or nah	OFF
	Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into	OFF
	Can never follow bitches who's bios look like this http //tco/tHk9mnQtrg	OFF
	Can really hold phone convos in my house with this trash ass service	OFF
	Can someone beat Justin beibers ass He's such little pussy	OFF
	Can someone get me cheese and crackers	NOT
	Can someone please explain to me  Why are the birds so angry    destroying pigs' homes	NOT
	Can someone treat me to some grub I'm broke bitch over here	OFF
	Can these birds shut the fuck up	OFF
	Can this bitch already update  #128530 	OFF
	Can this bitch hurry up #INeedMyEigth	OFF
	Can this bitch sit the fuck down and shut the fuck up	OFF
	Can u say hoe hoe hoe Ewww she was nasty I was so mean to her on the daily I'll spare the details lol	OFF
	Can we bomb the selfie-monkey out of my timeline	NOT
	Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other I would like to see a game every now    then	NOT
